feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2022_03_17_4_16S_pda_human_ffpe	0	0	165	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	6	0	0	0	7	1	0	289	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	56	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	26	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	90	0	0	1	0	0	0	0	13	0	0	0	0	0	0	434	0	123	0	0	0	1	0	15	0	0	6	0	0	0	0	0	0	3	1	0	0	0	5	0	2	0	0	5	0	0	1	2	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	10	0	0	0	1	0	0	0	2	0	2	9
2022_03_17_5_16S_pda_human_ffpe	0	0	12	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1652	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	34	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	6	0	0	0	0	0	0	592	0	170	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	1	0	1	0	0	0	0	3	3	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	1	1	1	3
2022_03_17_1 1_16S_pda_human_ffpe	0	0	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	113	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	21	0	0	0	0	0	0	72	0	197	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	3	2	1	0
2022_03_17_6_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	2	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	260	0	132	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	5	0	1	0	0	0	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	9	0	1	2
2022_03_17_1 3_16S_pda_human_ffpe	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0
2022_06_02_P1263-21_16S_pda_human_ffpe	0	0	0	0	0	0	18	0	0	0	3	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
2022_06_02_P19034-20_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2022_06_02_P29041-20_16S_pda_human_ffpe	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	124	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	1	0
2022_06_02_P6463-21_16S_pda_human_ffpe	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	3627	0	0	0	0	0	213	0	0	0	0	0	13	0	0	0	0	0	0	14	0	0	93	0	0	0	0	0	0	0	0	248	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	19	309	0	0	0	0	89	0	0	0	0	0	0	0	5	8	0	0	0	4	4	3	0	0	0	1	0	8	14	0	6	4	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P7019-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2022_06_02_P29577-21_16S_pda_human_ffpe	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2022_06_02_P14240-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P8117-21_16S_pda_human_ffpe	0	0	0	0	0	0	39	0	0	0	38	0	0	0	0	0	0	0	47	0	0	0	0	0	4	0	0	0	0	0	2	0	0	62	0	0	0	188	0	0	58	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1989	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	31	0	15	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P2857-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2362	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P23469-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
2022_06_03_P22028-21_16S_pda_human_ffpe	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	468	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
2022_06_03_P427-21_16S_pda_human_ffpe	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	28	0	0	0	7	2	0	287	7	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	5065	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16999	1	540	0	0	0	0	60	0	3	0	2	0	0	0	0	0	1	0	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	11	0	0	0	0	0	0	0	0	0	108	3	0	0	0	8	0	2	0	2	6	0	0	0	0	1	0	1	6	0	0	4	0	0	9	0	1	0	0	0	0	1	0	6	0	0	2	78	0	31	14	0	0	0	20	0	0	0	0	0	2	305	7	0	0	2	2	0	0	38	0	56	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0
2022_06_03_P31311-21_16S_pda_human_ffpe	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	9	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	35	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	649	0	0	0	0	0	0	40	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
2022_06_03_P13553-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	7	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
2022_06_03_P16884-21_16S_pda_human_ffpe	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1893	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	83	0	0	0	0	20	0	0	10	0	0	0	0	0	5	0	8	0	0	0	0	0	70	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	4	8	0	0	0	62	0	3	0	0	11	0	0	0	10	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0	0	0	1	0	1	0	0	3	15	1	0	0	0	0	0	0	1	0	0
2022_06_03_P27673-20/P32032-21_16S_pda_human_ffpe	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	184	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	525	0	0	1	0	0	1	0	127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_03_P21305-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	127	0	0	0	57	0	0	25	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	594	0	0	0	0	103	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	16	0	0	1	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
