feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2022_07_11_neg KO 5_16S_PMAPS	23	0	14	0	23	4	0	13	19	0	4230	0	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	13	4	0	0	8	0	0	1	16	1	0	126	0	2	0	1	29	0	0	1	0	0	0	1	0	621	6	522	0	0	0	0	17	12	338	0	0	0	0	0	0	2	0	1	0	1	0	15	0	0	9	1	0	6	1	0	3	0	222	0	2	0	0	0	0	1	0	20	95	53	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	11	4	1	0	0	0	41	3	41	0	0	38	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	58	0	0	0	9	1	0	85	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
2022_08_17_neg KO 1_16S_PMAPS	0	0	0	0	0	0	76	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	8	0	0	0	6	0	0	0	0	1	0	0	0	42	0	62	0	0	0	0	2	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	978	0	0	0	0	0	0	0	0	0	5	25	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	140	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	33	1	2	0	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	2	0	0	0	0	3468	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
2022_08_17_neg KO 2_16S_PMAPS	953	36	892	145	2122	1	0	203	1	336	402	764	7	2	27	351	29	48	975	0	13	0	31	0	43	28	12	3	17	0	0	2	80	0	1	27	38	0	0	46	49	0	137	41	5	7	0	404	1	42	14	0	11	0	137	0	0	1	0	0	0	0	43	0	11	0	0	1	3	6	75	0	750	60	0	0	1	0	1	9	9	0	0	13	0	2	6	2	20	9	2	0	10	2	29	0	1	1	0	1	4	1	0	0	1	0	1	0	0	0	0	1	0	4	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	4	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	25	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2022_08_17_neg KO 3_16S_PMAPS	154	54	69	9	34	150	0	0	103	51	1492	22	22	5	12	1	5	37	0	0	33	0	22	0	0	5	2	0	0	0	1	0	3	18	0	31	10	1	0	0	136	0	12	8	0	0	0	3	0	0	0	0	0	0	31	0	324	0	0	0	0	55	1	110	20	0	0	0	2	3	0	0	20	6	0	0	1	0	0	0	5	0	0	0	2	0	0	1858	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	0	0	0	22	0	0	0	0	54	1	0	0	0	8	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	106	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0	0	1	1	0	0
2022_08_17_neg KO 4_16S_PMAPS	0	0	0	10	6	218	3	0	0	0	18577	29	3	0	5	0	1	0	122	0	0	0	11	0	4	0	0	44	0	0	0	0	4	1	0	1	5	48	0	0	211	132	625	0	3	372	6	0	106	7	3	0	2	0	1993	2	2817	0	3	1	0	62	437	2416	0	1	5	2	0	0	133	1	0	0	17	0	360	1	0	56	173	0	14	48	0	1	0	97	0	166	2	0	2	15	62	1	5	288	731	4	0	0	104	0	0	0	0	15	1	0	1	0	0	0	1	7	0	0	1	0	468	23	775	0	0	10	2	0	0	0	0	0	0	3	0	11	0	0	0	0	30	0	0	0	0	1161	0	0	0	0	1	0	1810	0	0	1	23	0	0	30	1	0	0	0	0	0	0	101	0	0	0	0	0	39	0	0	6	0	0	0	0	1	0	2	0	1	1	2	14	0	3	0	0	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_08_17_neg KO 5_16S_PMAPS	45	0	0	19	255	1163	0	0	0	13	9377	0	11	0	8	0	18	0	0	1	0	2	0	0	0	75	0	14	0	0	0	0	5	17	0	2	88	0	0	0	1020	0	30	0	129	3	6	0	52	0	0	0	17	7	281	0	2451	0	281	5	0	0	142	1576	0	0	0	1	0	0	85	1	0	0	3	0	211	0	3	8	110	0	4	12	0	0	0	18391	0	56	0	0	0	29	73	2	176	974	2	0	0	0	0	1	0	0	0	0	0	117	0	0	0	0	7	1	0	0	6	0	0	1	0	0	0	165	0	1	0	0	0	2	0	0	0	443	0	1	0	0	0	0	0	0	1	1	0	0	0	3	0	0	619	0	1	232	1	0	0	28	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	12	0	0	0	0	0	23	0	342	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	4	2	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	8	1	0
2023_01_17_neg_KO_OSR1_16S_PMAPS	0	0	0	0	20	10	1	0	0	0	1006	0	0	0	0	0	0	0	1823	0	0	0	0	0	80	0	0	0	0	0	73	0	0	3	0	0	0	5	0	0	27	16	0	0	0	3	0	0	1	122	73	0	0	0	152	0	201	0	0	0	0	28	0	76	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	1	1	0	0	4	3	10	385	0	0	0	0	43	0	0	0	18	83	6	0	3	1	3	0	0	2	0	1	0	0	0	0	0	3	13	1	2	2	0	9	6	2	8	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	73	0	0	8	0	0	1	3	0	0	0	3	0	129	0	18	0	0	0	0	253	0	1	0	0	0	1	0	0	4	1	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2350	0	0	0	0	1	0	0	0	0	3	0	0	0	6	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2023_01_17_neg_KO_UNB2_16S_PMAPS	0	0	0	0	0	0	2	0	0	0	4274	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	2	0	0	0	5668	0	395	0	0	0	0	0	0	2592	0	0	2	0	0	0	7	0	0	0	1	0	0	0	0	3	0	0	12	0	0	99	1	0	0	0	0	0	7	0	0	0	2	0	2	0	2	0	1	0	0	1	0	11	0	0	0	1	0	0	0	19	2	0	0	0	1	35	3	0	0	514	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	0	0	0	4	0	557	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2023_01_17_neg_KO_SCU3_16S_PMAPS	0	0	0	0	0	100	0	0	0	1	4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	156	4	0	0	26	0	0	1	5	0	0	1	41	0	0	8	10	0	0	40	0	0	0	0	0	563	7	3687	0	0	0	0	249	65	92	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	1	30	0	6	3	8	0	0	82	0	32	0	0	0	0	0	1	0	2634	14	0	0	0	7	0	0	0	0	2	0	0	0	0	1	0	0	10	0	0	0	0	11	15	14	0	0	328	26	0	0	1	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	32	0	0	0	1	0	0	7	0	0	2	0	0	1	49	0	0	0	4	0	0	4	0	3	0	0	5	602	1	2	0	0	3	0	0	2	106	2	4	0	0	0	2	1	0	3	11	1	0	3	15	17	0	0	0	1	34	1	0	1	0	4	0	0	0	0	0	0	3	0	1	0	1	16555	0	0	0	1	0	0	0	0	0	5	0	0	0	5	0	0	13	1	1	30	0	0	0	0	0	0	0	0	0	13	3	7	0	0	0	0
2022_12_20_neg_KO3_16S_PMAPS	0	0	0	0	3	0	19	0	0	0	1190	0	0	0	0	0	0	0	19	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	1	0	72	0	0	0	41	0	0	0	7	0	0	0	5	123	0	0	0	267	0	250	0	0	4	1	291	0	222	0	0	9	0	0	0	0	0	0	0	12	0	0	0	1	61	0	1	0	0	3	227	1	321	0	0	0	0	12	0	0	588	0	2	34	0	2	0	7	0	0	0	1	0	0	0	0	0	0	2	0	1	7	0	0	0	27	0	36	0	5	29	0	0	0	0	2	0	0	1	0	0	0	1	2	2	0	0	0	0	0	68	0	0	0	0	0	0	1	0	0	5	0	0	1	6	0	0	1	2	0	2	0	0	0	0	0	8	340	2	5	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	30508	0	1	0	7	0	0	0	0	0	3	0	0	5	2	0	0	0	0	3	37	0	0	5	2	0	0	0	0	0	16	10	17	0	0	2	0
2022_12_20_neg_KO1_16S_PMAPS	80	0	62	2	111	8	0	0	8	85	601	71	25	7	7	0	3	5	12	3	3	0	1	0	2	3	1	0	1	0	12	0	0	0	1	2	7	0	8	0	111	126	0	0	0	75	0	0	0	0	0	0	2	0	62	0	52	0	0	0	2	234	0	0	0	0	2	1	6	0	0	0	7	0	0	1	0	0	1	0	0	0	0	0	2	0	0	883	0	0	0	0	1	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	10	0	0	1	0	0	0	0	4	0	2332	3	0	1	0	0	2	360	0	9	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	3	3	1	0	0	0	12	1	0	0	0	14	1	0	16	1	3	1	0	0	0	3	0	0	0	1	24	0	2	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	48	0	0	6	0	0	1	0	0	1
2022_12_20_neg_KO4_16S_PMAPS	0	0	0	0	0	0	0	0	0	0	8948	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	408	439	0	0	0	5	0	0	0	0	0	0	0	0	1040	9	10772	0	0	0	0	2832	0	3010	0	0	1	0	6	0	911	0	0	0	135	0	0	0	0	146	469	0	3	0	1	0	0	663	0	0	0	0	0	0	0	0	446	3650	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	162	2	0	0	0	1	0	6	0	0	0	3	0	0	0	2	0	0	0	0	0	46	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	530	0	0	6	0	0	1	2268	0	0	0	3	0	0	1	42	0	83	0	29	231	0	3	4	0	2	1	0	1	117	0	0	0	0	0	1	0	0	0	4	0	0	0	3	107	0	0	1	0	40	0	0	1	0	10	0	0	0	309	0	5	3	0	0	0	1	62471	0	0	0	8	0	0	0	0	2	3	0	0	2	1	0	0	0	0	0	713	0	0	0	0	0	15	0	0	0	50	12	18	0	1	1	0
2022_12_20_neg_KO5_16S_PMAPS	0	0	0	0	0	0	0	0	0	0	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	652	0	0	0	2	0	0	0	0	0	0	0	0	2	2	676	0	0	0	0	2764	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	10887	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	122	0	0	3	45	0	0	0	25	0	0	5	0	0	0	0	21	2919	0	5	6	0	3	0	0	2	0	0	169	0	1	0	0	0	0	0	23	2	0	0	0	10	0	1	0	0	13	0	0	5	1	4	0	0	0	0	2	0	4	0	1	24	0	25624	0	0	0	3	0	0	0	0	0	17	1	0	2	15	0	0	0	0	0	41	1	1	0	0	3	0	0	0	1	18	5	5	2	2	1	0
2022_12_20_neg_KO2_16S_PMAPS	0	230	17	23	2206	236	4	0	0	58	86815	80	0	6	92	2	41	0	5	4	3	70	387	0	0	461	1	149	16	1	0	0	1	103	0	109	105	207	1	0	188	5	13	6	246	113	41	0	24	6	45	0	4	36	62642	51	13374	5	2	1	0	2301	1352	7747	72	1	5	36	0	13	3002	0	0	22	134	0	605	2	33	482	1323	0	134	135	44	142	17	8758	0	575	47	0	52	178	101	0	1328	2617	368	18	25	0	65	10	0	3	0	55	0	0	0	6	1	0	314	88	0	0	1	0	219	226	289	0	3	1311	17	0	3	0	8	1	1	3	0	1184	0	5	37	0	6	1	0	1	1	551	1561	0	0	54	1	0	5940	0	16	97	7	3	9	182	0	0	12	28	2	0	6	55	1	77	0	17	4448	12	2	11	1	2	3	129	1	529	92	126	1	24	1	3	2	0	0	41	2	4	13	99	198	15	0	0	17	358	9	15	121	4	40	1	1	0	188	3	1	0	0	13	0	0	2834	1	1	2	6	0	0	0	0	0	29	1	0	2	30	1	25	0	1	2	10	0	1	0	0	0	2	0	0	0	344	0	2	2	3	1	0
2023_06_26_NCT_1_gem_Ext_16S_pda_mice_kpc	0	0	89	0	0	1064	19	0	0	0	1657	0	0	1	9	250	0	0	50	0	0	0	0	0	0	312	0	0	0	0	0	0	0	3091	0	0	0	28	2	0	1169	121	0	0	0	0	1	0	459	0	0	0	0	1	3	4	1868	0	0	2	0	420	0	209	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	4164	0	0	0	0	1	0	643	0	0	0	0	0	1	170	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	3	0	8	1	0	94	0	1	167	0	0	0	0	0	1	0	2	0	1	0	1714	0	49	0	1	35	0	84	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
2023_06_26_NCT_2_gem_Ext_16S_pda_mice_kpc	0	0	0	1	44	437	0	0	0	10	1746	0	0	3	39	1	11	56	129	3	0	42	0	0	0	418	0	0	0	57	0	2	0	3390	0	51	44	0	0	0	2601	0	0	0	3	7	0	0	94	0	0	2	3	5	0	31	1966	1	0	0	0	249	0	353	0	0	6	11	0	0	60	0	0	0	9	0	110	0	12	25	4429	0	0	0	0	0	0	168	0	0	0	0	0	58	118	0	0	23	21	0	0	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	1	0	0	57	1	0	0	0	0	0	0	0	0	0	89	0	172	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2879	0	630	0	0	0	1	0	0	0	0	0	6	0	0	0	2	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_1_acid_Ext_16S_pda_mice_kpc	0	0	0	0	0	2914	0	0	0	0	942	0	0	0	0	0	0	0	39	0	0	0	0	0	0	145	0	0	0	0	0	0	0	781	0	2	1	28	0	0	0	180	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1036	0	0	9	0	613	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2370	0	0	0	7	0	0	418	0	0	0	0	0	0	167	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	13	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	157	0	2	0	0	0	0	0	3	0	0	120	0	0	0	0	5	1	0	0	1287	0	44	0	0	3	0	1	0	0	2	0	0	43	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	116	1	0	1	0	0	133	0	2	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_2_acid_Ext_16S_pda_mice_kpc	0	0	5	0	0	1042	0	0	0	0	1707	0	0	1	0	2	0	0	25	0	0	0	0	0	0	48	0	0	0	1	0	0	0	1048	0	0	0	0	1	0	0	1	0	0	0	13	0	0	298	0	0	0	0	0	0	0	882	0	0	3	0	0	0	239	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	1758	0	0	0	0	0	0	1133	0	0	0	0	0	0	4	1	0	2	28	0	0	0	11	0	0	0	0	0	2	0	0	0	184	0	1	0	0	0	0	0	40	0	18	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	0	0	0	0	0	0	0	125	0	28	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	2640	0	155	0	0	0	1	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	140	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_26_NCT_6_16S_PDA-MAPS	0	0	0	0	0	2251	1	1	0	0	8521	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	69	0	0	0	65	5	0	450	0	0	0	0	7	0	0	0	1	10	0	0	0	1414	0	33	0	0	19	0	622	0	298	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	10	0	2	1	3	795	0	0	0	0	36	0	0	7	0	5	20	0	1	1	2	0	0	0	0	0	0	0	0	1	1	1	92	11	0	0	0	0	10	8	17	0	1	51	0	0	13	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	36	0	0	0	0	3	0	455	0	0	14	0	0	5	0	0	0	0	3	0	0	4	0	0	0	0	10	332	2	0	0	0	0	0	0	0	6	1	16	0	0	1	1	0	83	0	9	0	0	0	8	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
2023_06_26_NCT_7_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	6320	0	0	0	0	0	0	0	453	0	0	0	0	0	40	14	0	0	0	0	2	0	0	4	0	0	0	4	0	0	678	323	0	0	0	3	0	0	0	77	309	0	0	0	2876	0	0	0	0	0	0	839	0	344	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	5	20	0	103	53	39	9556	0	0	0	0	157	0	0	1	0	26	1	1	4412	124	0	0	1	3	102	3	26	0	0	15	0	21	209	95	38	17	0	50	0	19	0	0	90	17	0	1	19	0	9	0	26	0	0	0	0	0	11	18	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	146	0	0	0	0	5	0	8	2	0	232	1	0	0	0	80	8	15	0	6	2	0	0	0	0	0	0	17	154	0	3	1	0	0	11	0	3	1	0	1	9	0	1	0	0	8	1	0	0	88	36	0	0	2	0	1	0	0	0	0	0	0	0	7	0	0	2	0	50	64	0	2	1	0	3	0	3	0	0	4	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	4	5	2	0
2023_06_26_NCT_1_16S_PDA-MAPS	0	0	4	0	0	0	0	0	0	0	2561	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	1	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	219	0	2	0	0	0	0	120	0	95	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	72	0	0	0	0	5	0	0	5	0	1	0	0	56	2	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	55	0	2	0	0	1	45	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	102	1	0	0	0	60	2	102	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
2023_06_26_NCT_5_16S_PDA-MAPS	0	0	0	0	26	0	0	0	0	0	964	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	55	0	119	0	0	0	0	2	0	53	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	181	0	0	0	0	0	0	0	0	0	39	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	53	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
