feature	Peptoniphilaceae	Oscillospiraceae	Lachnospiraceae	Campylobacteraceae	Phyllobacteriaceae	Pseudomonadaceae	Peptostreptococcaceae	Streptococcaceae	Clostridiaceae	Veillonellaceae	Enterobacteriaceae	Lactobacillaceae	Eubacteriales_unclassified_order	Anaerovoracaceae	Lysobacteraceae	Bacteroidaceae	Propionibacteriaceae	Moraxellaceae	Rhizobiaceae	Staphylococcaceae	Oxalobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Enterococcaceae	Pasteurellaceae	Planococcaceae	Corynebacteriaceae	Bacillaceae	Brucellaceae	Burkholderiaceae	Gemellaceae	Fusobacteriaceae	Tannerellaceae	Carnobacteriaceae	Prevotellaceae	Porphyromonadaceae	Sphaerotilaceae	Atopobiaceae	Yersiniaceae	Sphingomonadaceae	Aerococcaceae	Natronincolaceae	Erwiniaceae	Acidaminococcaceae	Pectobacteriaceae	Bruguierivoracaceae	Vibrionaceae	Actinomycetaceae	Microbacteriaceae	Morganellaceae	Methylobacteriaceae	Hafniaceae	Methylocystaceae	Comamonadaceae	Burkholderiales_unclassified_order	Selenomonadaceae	Aeromonadaceae	Filifactoraceae	Tissierellaceae	Neisseriaceae	Rhodocyclaceae	Flavobacteriaceae	Listeriaceae	Sterolibacteriaceae	Devosiaceae	Chromobacteriaceae	Weeksellaceae	Alcaligenaceae	Acetobacteraceae	Sphingosinicellaceae	Hyphomicrobiaceae	Micrococcaceae	Caulobacteraceae	Nitrobacteraceae	Nautiliaceae	Zoogloeaceae	Boseaceae	Hyphomicrobiales_unclassified_order	Stappiaceae	Erythrobacteraceae	Gallionellaceae	Nostocaceae	Beijerinckiaceae	Xanthobacteraceae	Blastochloridaceae	Paracoccaceae	Stellaceae	Roseobacteraceae	Azospirillaceae	Betaproteobacteria_unclassified_class	Synechococcaceae	Oscillatoriaceae	Zymomonadaceae	Rhodospirillaceae
2022_06_03_P13553-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395413206801107	0.277580071174377	0	0.00276789244760775	0.0585211546065639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22499011466983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197706603400554	0	0.00514037168841439	0	0	0.00276789244760775	0	0	0	0	0	0	0.000395413206801107	0	0	0	0	0	0.420324238829577	0	0.00514037168841439	0	0	0	0	0	0
2022_06_03_P16884-21_16S_pda_human_ffpe	0	0	0	0	0	0.0144491270319085	0	0.0249849488260084	0	0	0	0	0	0	0	0	0	0.293798916315473	0.00150511739915713	0.0045153521974714	0.000301023479831427	0	0	0	0	0	0	0	0.000301023479831427	0	0	0	0	0	0	0.0343166767007827	0	0	0.579169175195665	0	0	0	0	0	0	0	0	0	0.000301023479831427	0.000301023479831427	0	0	0.00180614087898856	0.00301023479831427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117399157134256	0	0	0	0.026791089704997	0	0	0	0	0	0.00150511739915713	0	0.000301023479831427	0	0	0	0.000602046959662854	0	0	0	0	0	0	0.000301023479831427	0
2022_06_03_P27673-20/P32032-21_16S_pda_human_ffpe	0	0	0	0	0	0.0048780487804878	0	0	0	0	0	0.00337711069418386	0	0	0	0	0.000375234521575985	0.233020637898687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411632270168856	0	0	0	0	0	0	0	0	0	0	0.0213883677298311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476547842401501	0.00600375234521576	0	0	0.0690431519699812	0	0	0	0.000375234521575985	0	0	0.00075046904315197	0	0	0	0	0	0.197373358348968	0	0.00412757973733583	0	0	0	0	0	0
2022_06_03_P21305-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0.000453926463912846	0	0	0	0	0	0.0576486609169315	0.295506128007263	0	0.0113481615978212	0.158420335905583	0	0	0.00317748524738992	0.000907852927825692	0	0.0290512936904222	0	0	0	0	0	0	0	0	0	0	0	0.389014979573309	0	0	0	0	0	0	0	0	0	0	0.000453926463912846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453926463912846	0	0.00726282342260554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458465728551975	0	0	0	0	0	0	0.000453926463912846	0
2022_06_03_P9034-21 _16S_pda_human_ffpe	0	0	0	0	0	0	0	0.0698005698005698	0	0	0	0.0263532763532764	0	0	0	0	0.00213675213675214	0.0462962962962963	0	0.00997150997150997	0	0	0	0.032051282051282	0	0	0	0	0.000712250712250712	0	0	0	0	0	0	0.00284900284900285	0	0	0.708689458689459	0	0	0	0	0	0	0	0	0	0.00213675213675214	0	0	0	0.000712250712250712	0.00641025641025641	0	0	0	0	0.000712250712250712	0.00284900284900285	0	0	0.00356125356125356	0	0	0	0	0.056980056980057	0.0142450142450142	0	0	0.00712250712250712	0	0	0.00142450142450142	0	0	0	0.000712250712250712	0.000712250712250712	0.000712250712250712	0	0	0	0	0	0	0	0.00213675213675214	0	0	0.000712250712250712	0
2022_06_03_P985-22_16S_pda_human_ffpe	0	0	0	0	0	0	0	0.00197628458498024	0	0	0.000329380764163373	0.0451251646903821	0	0	0	0	0.0655467720685112	0.107707509881423	0.0108695652173913	0.120882740447958	0.0566534914361001	0	0	0	0	0	0	0	0	0	0	0	0.000329380764163373	0	0	0	0	0	0.470355731225296	0	0	0	0	0	0	0	0	0	0	0.000329380764163373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00889328063241107	0.00197628458498024	0	0.000658761528326746	0.0951910408432148	0.000329380764163373	0	0	0	0	0	0.00296442687747036	0	0	0	0	0	0.00955204216073781	0	0	0	0	0	0	0.000329380764163373	0
2022_06_03_P1263-21_16S_pda_human_ffpe	0.00334199777200149	0	0	0	0	0	0	0	0	0	0.0025993316004456	0	0	0	0	0	0.253991830672113	0.3249164500557	0.000371333085777943	0	0.071667285555143	0	0	0	0	0	0	0	0.000371333085777943	0	0	0	0	0	0	0	0	0	0.316004455997029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000742666171555886	0	0.00556999628666914	0	0.000371333085777943	0	0	0	0	0	0	0	0	0	0.00111399925733383	0	0	0	0.0167099888600074	0	0.000742666171555886	0	0	0.00111399925733383	0	0.000371333085777943	0
2022_06_03_P13317-20_16S_pda_human_ffpe	0	0	0.0107726597325409	0	0	0.00817236255572065	0	0	0	0	0.00185735512630015	0.00111441307578009	0	0	0.00780089153046062	0	0.013001485884101	0.476225854383358	0	0.0159732540861813	0	0	0	0.00111441307578009	0	0	0.0237741456166419	0	0	0	0	0	0	0	0	0	0	0.00520059435364042	0.339153046062407	0	0	0	0	0	0	0.000742942050520059	0	0	0	0.00705794947994056	0	0	0.00037147102526003	0	0	0.00037147102526003	0	0	0	0	0.0527488855869242	0	0	0	0	0.00594353640416048	0	0	0.00297176820208024	0	0	0.00705794947994056	0.00222882615156018	0	0	0	0	0	0.00742942050520059	0	0	0	0	0	0.00891530460624071	0	0	0	0	0	0	0	0
2022_06_03_P13754-20_16S_pda_human_ffpe	0	0	0	0	0	0	0	0.00747065101387407	0	0	0.0942725008893632	0.000355745286374956	0	0	0	0	0.032372821060121	0.180718605478477	0	0	0	0	0.0377090003557453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000711490572749911	0.615795090715048	0	0	0.000355745286374956	0	0	0	0	0	0	0	0	0.000355745286374956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103166133048737	0	0	0.0184987548914977	0	0	0	0	0	0	0.000711490572749911	0	0.000355745286374956	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_03_P19034-20_16S_pda_human_ffpe	0	0	0	0	0	0.00547645125958379	0	0.0662650602409639	0	0	0	0	0	0	0.0235487404162103	0	0	0.254107338444688	0	0.0783132530120482	0	0	0	0	0	0	0.000547645125958379	0	0	0	0	0	0.00273822562979189	0	0	0	0	0	0.530120481927711	0	0	0	0	0	0	0	0	0.00492880613362541	0	0.00657174151150055	0	0.000547645125958379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547645125958379	0.00711938663745893	0.00164293537787514	0	0	0.00219058050383352	0	0	0	0	0	0.00821467688937568	0	0.00273822562979189	0	0	0	0	0	0	0	0	0	0.00328587075575027	0	0.00109529025191676
