feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Rhizobium__leguminosarum,Control_type,Paraffin,-0.788795874719074,0.418261615915305,262,34,0.0604417223288097,Buffer,0.18157321783045977
Veillonella__sp.__S12025.13,Control_type,Paraffin,-1.4721940853632,0.781993303233758,262,88,0.0608862752263057,Buffer,0.1824096321923156
Streptococcus__equinus,Control_type,Paraffin,-0.918703916611066,0.489237313180821,262,49,0.0615413925907332,Buffer,0.18337163925271385
Candidatus__Vallotia__lariciata,Control_type,Paraffin,-0.554199748931896,0.295682925756241,262,28,0.0620273415886529,Buffer,0.18407032720092129
Blautia__parvula,Control_type,Paraffin,-0.661827203828216,0.353235469034289,262,27,0.0621227632407882,Buffer,0.18410470725610106
Brevundimonas__albigilva,Control_type,Paraffin,0.910412491519419,0.487524940245753,262,29,0.0629860852341067,Buffer,0.1859105419006698
Staphylococcus__devriesei,Control_type,Paraffin,1.04080459533841,0.557667994467564,262,59,0.0631355236113907,Buffer,0.18610148973236776
Streptococcus__macedonicus,Control_type,Paraffin,-0.659331858723504,0.353828767866167,262,35,0.0635480803349643,Buffer,0.1868160433943529
Fenollaria__sporofastidiosus,Control_type,Paraffin,-0.717509742183769,0.386532474899445,262,28,0.0645636051288019,Buffer,0.18879051513029158
Butyrivibrio__crossotus,Control_type,Paraffin,-0.456973050398937,0.247373395099072,262,31,0.0658573434542012,Buffer,0.19148404825684026
Methylobacterium__aquaticum,Control_type,Paraffin,1.02624154558284,0.558195821805373,262,38,0.0671475603612387,Buffer,0.19376615315805545
Anaerocolumna__chitinilytica,Control_type,Paraffin,-0.639568767841051,0.349931237176793,262,31,0.0687587596320947,Buffer,0.19712041273117487
Burkholderia__humptydooensis,Control_type,Paraffin,-0.423153802122178,0.231706913898633,262,27,0.0689778925513887,Buffer,0.19723366151412705
Sphingomonas__suaedae,Control_type,Paraffin,1.13836529498293,0.62357407518939,262,89,0.069083170811882,Buffer,0.19727781937957461
Lachnoanaerobaculum__umeaense,Control_type,Paraffin,-0.676701827639957,0.372368102470844,262,34,0.0703413932275651,Buffer,0.19957325520378935
Neisseria__macacae,Control_type,Paraffin,-1.10565978090383,0.610934316615002,262,44,0.0715018220574439,Buffer,0.2015635445932565
Murdochiella__vaginalis,Control_type,Paraffin,-0.747036488245898,0.413236494733215,262,28,0.071815968520973,Buffer,0.20169905151763237
Piscinibacter__gummiphilus,Control_type,Paraffin,-1.33952781331631,0.741482735136591,262,69,0.0720062305164473,Buffer,0.2019485085748637
Blautia__liquoris,Control_type,Paraffin,-0.690355561299346,0.3824202782964,262,27,0.0722139445576256,Buffer,0.20227273245987987
Cytobacillus__oceanisediminis,Control_type,Paraffin,0.906344591386214,0.502281498815776,262,27,0.072335134427027,Buffer,0.2023540830595558
Selenobaculum__gbiensis,Control_type,Paraffin,-0.432608444009999,0.240675351785335,262,27,0.0734383138896075,Buffer,0.20465804226088588
Enterocloster__asparagiformis,Control_type,Paraffin,-0.737099214947566,0.410225116110442,262,38,0.0735434829285921,Buffer,0.20469136693433237
Faecalibacterium__prausnitzii,Control_type,Paraffin,-0.82588172555893,0.461894987602815,262,30,0.0749539284160248,Buffer,0.20704254943596284
Sphingomonas__sp.__SUN039,Control_type,Paraffin,0.85901162970326606,0.481444269640752,262,40,0.0755691251110101,Buffer,0.20821806617788985
Fusobacterium__vincentii,Control_type,Paraffin,-0.957462698181935,0.537062540563388,262,45,0.0758075393809718,Buffer,0.20861322867244875
Escherichia__sp.__E4742,Control_type,Paraffin,-0.450657743749944,0.253889128981683,262,31,0.0770831356150463,Buffer,0.21148945840435004
Peptoniphilus__harei,Control_type,Paraffin,-1.08523878986542,0.612989315865439,262,63,0.0778499563718562,Buffer,0.21236500796832963
Brucella__sp.__JSBI001,Control_type,Paraffin,-0.940500618495528,0.531450511054815,262,46,0.0779698355743711,Buffer,0.21236500796832963
Methylibium__petroleiphilum,Control_type,Paraffin,-0.840221821529688,0.475066241860555,262,36,0.0781445633108466,Buffer,0.2123829963250237
Fusobacterium__nucleatum,Control_type,Paraffin,-1.06816018577268,0.604693947571514,262,55,0.0785124940361383,Buffer,0.2129407337217594
Acinetobacter__sp.__SAAs474,Control_type,Paraffin,0.444813855317451,0.251970551389552,262,30,0.0786986894933881,Buffer,0.2129407337217594
Roseburia__intestinalis,Control_type,Paraffin,-0.879187714133351,0.498254935337612,262,35,0.0788346158997224,Buffer,0.2129407337217594
Dialister__massiliensis,Control_type,Paraffin,-0.955950707854409,0.541996501033338,262,44,0.078965506570737,Buffer,0.21303225114169347
Sphingomonas__sp.__NBWT7,Control_type,Paraffin,1.46915413620494,0.834657586824149,262,147,0.0795701604677058,Buffer,0.21440008881850545
Massilia__sp.__PAMC28688,Control_type,Paraffin,-0.754783869394027,0.429777975354891,262,32,0.0802469098622951,Buffer,0.21517526030425174
Sphingomonas__sp.__S1.29,Control_type,Paraffin,0.747215613169165,0.425502293207852,262,50,0.0802707238132367,Buffer,0.21517526030425174
Sphingomonas__kaistensis,Control_type,Paraffin,0.754839728171908,0.431383507950321,262,32,0.0813490511880222,Buffer,0.2170871626837102
Streptococcus__lutetiensis,Control_type,Paraffin,-1.13634015877697,0.651053101045078,262,65,0.0821171853338741,Buffer,0.21858101696143942
Neisseria__meningitidis,Control_type,Paraffin,-0.679588658679096,0.389963378846707,262,41,0.0825870451162807,Buffer,0.21956555820260587
Haemophilus__haemolyticus,Control_type,Paraffin,-1.00807364095539,0.581217238342379,262,48,0.0840476511468066,Buffer,0.2226400988159075
Faecalibacterium__sp.__I4.3.84,Control_type,Paraffin,-0.616521185347676,0.357489415561723,262,28,0.0858091617060652,Buffer,0.22648668161841248
Mycetohabitans__endofungorum,Control_type,Paraffin,-0.470239680182579,0.272901778357912,262,31,0.0860762114300429,Buffer,0.2269187998804012
Chryseomicrobium__sp.__FSL__W7.1435,Control_type,Paraffin,0.917543464175367,0.533391035020135,262,29,0.0866031065757358,Buffer,0.22748854311042563
Mycetohabitans__rhizoxinica,Control_type,Paraffin,-0.468429642829728,0.273924928501059,262,29,0.0884653164699102,Buffer,0.2310272740601865
Janthinobacterium__sp.__PAMC25594,Control_type,Paraffin,-0.452833839987782,0.26782130039893,262,29,0.0920909555188905,Buffer,0.23961106435957766
Porphyromonas__sp.__oral__taxon__275,Control_type,Paraffin,-0.855795774874635,0.506327830205786,262,41,0.0922067584865885,Buffer,0.23962845164088564
Neotabrizicola__shimadae,Control_type,Paraffin,1.27723079168373,0.763490276299056,262,57,0.0955716523879413,Buffer,0.24662203130895308
Serratia__ureilytica,Control_type,Paraffin,-0.565872346203934,0.341176996473612,262,43,0.0984233585467401,Buffer,0.2513229015914433
Citrobacter__koseri,Control_type,Paraffin,-0.437563798119263,0.26425341270608,262,33,0.0989775981178483,Buffer,0.2524446056524911
Streptococcus__salivarius,Control_type,Paraffin,-1.84682732224117,1.11840917843424,262,152,0.0999037757428737,Buffer,0.2536285451229487
Yokenella__regensburgei,Control_type,Paraffin,-0.522154414091243,0.316146077791349,262,30,0.099837308322296,Buffer,0.2536285451229487
Gemella__sp.__oral__taxon__928,Control_type,Paraffin,-0.551180272056282,0.333776413763758,262,36,0.0998941038135102,Buffer,0.2536285451229487
Vagococcus__fluvialis,Control_type,Paraffin,-0.516291601933549,0.312769122613293,262,47,0.100023724232594,Buffer,0.2536398365066702
Aminipila__butyrica,Control_type,Paraffin,-0.99698139722691,0.606217506095708,262,55,0.101281019882796,Buffer,0.25594144955422327
Mogibacterium__neglectum,Control_type,Paraffin,-1.04493401669929,0.636018035243965,262,60,0.10162477656179,Buffer,0.25594946128571333
Leptothrix__cholodnii,Control_type,Paraffin,-0.716400462431322,0.436880074353334,262,40,0.102272798360501,Buffer,0.25698751322802454
Stomatobaculum__sp.__F0698,Control_type,Paraffin,-0.641102312115777,0.391603667956423,262,45,0.102833974172551,Buffer,0.25720205840879495
Streptococcus__sp.__KS__6,Control_type,Paraffin,-0.759811319035285,0.467285445289134,262,30,0.105177627428456,Buffer,0.2615742580213923
Veillonella__nakazawae,Control_type,Paraffin,-1.55521463529949,0.962539512124482,262,93,0.107381987750029,Buffer,0.264956005729285
Acidovorax__temperans,Control_type,Paraffin,-0.831907121654033,0.519217868174057,262,29,0.110337612578487,Buffer,0.2696195127205141
Fusobacterium__pseudoperiodonticum,Control_type,Paraffin,-0.867287771396207,0.544065787394712,262,37,0.112150572060627,Buffer,0.27247885555367946
Neisseria__elongata,Control_type,Paraffin,-0.487327797142252,0.306018831242807,262,28,0.112511648649599,Buffer,0.27301169108786677
Xanthomonas__oryzae,Control_type,Paraffin,0.689817580479433,0.434322640501729,262,38,0.113461668226861,Buffer,0.27401339072914616
Staphylococcus__warneri,Control_type,Paraffin,1.3423631565811,0.845883720495311,262,123,0.113761540318482,Buffer,0.27422650114092917
Streptococcus__periodonticum,Control_type,Paraffin,-0.452482521818643,0.287656457046328,262,41,0.116954740519437,Buffer,0.2806913772466488
Streptococcus__himalayensis,Control_type,Paraffin,-0.939703637054709,0.597725526339149,262,110,0.117154939153432,Buffer,0.28086489779578244
Sphingomonas__qomolangmaensis,Control_type,Paraffin,0.749574911487456,0.47854666922656097,262,47,0.118500312149809,Buffer,0.28316287865177425
Citrobacter__enshiensis,Control_type,Paraffin,-0.475751448177162,0.304263812050409,262,28,0.11914331500573801,Buffer,0.2841727642016953
Aggregatibacter__sp.__2125159857,Control_type,Paraffin,-0.781301975888539,0.500033927832924,262,30,0.119406046636907,Buffer,0.2843987835299867
Avibacterium__paragallinarum,Control_type,Paraffin,-0.56871009231568,0.365306268608712,262,36,0.120752499031975,Buffer,0.2872941363750998
Paenacidovorax__monticola,Control_type,Paraffin,-0.587019781643357,0.377681893401109,262,27,0.121355298294723,Buffer,0.28841583880434163
Paraclostridium__sordellii,Control_type,Paraffin,-0.382862167432868,0.246487113955221,262,31,0.121592911846647,Buffer,0.28866814531376955
Staphylococcus__pseudintermedius,Control_type,Paraffin,1.25096314284673,0.809014195403521,262,111,0.12327204034725,Buffer,0.29142201718327987
Prevotella__bivia,Control_type,Paraffin,-0.532397502099418,0.344908225521053,262,31,0.123922481487031,Buffer,0.29261695628550544
Citrobacter__braakii,Control_type,Paraffin,-0.525943982375978,0.341816471075406,262,43,0.125119080528953,Buffer,0.29420407009827165
Streptococcus__pasteurianus,Control_type,Paraffin,-0.704916862936326,0.457824747865286,262,53,0.124866429395082,Buffer,0.29420407009827165
Streptococcus__sp.__FSL__R7.0248,Control_type,Paraffin,-0.948002605132843,0.619228433110051,262,84,0.127018569832588,Buffer,0.2976848424005479
Pasteurella__multocida,Control_type,Paraffin,-0.846413958897617,0.557385692920931,262,64,0.130111634500176,Buffer,0.3025244934929877
Mannheimia__varigena,Control_type,Paraffin,-0.388496640739985,0.256896140308942,262,27,0.13169835029368,Buffer,0.3047519254424882
Paracoccus__sp.__MC1862,Control_type,Paraffin,0.858264825523351,0.573066905443741,262,37,0.135451108953015,Buffer,0.3124481462823749
Fusobacterium__hwasookii,Control_type,Paraffin,-0.525783649743609,0.352889624055454,262,27,0.13747154304783,Buffer,0.31578191269145883
uncultured__Erythrobacter__sp.,Control_type,Paraffin,0.908339586121762,0.612005529708618,262,84,0.138985640755869,Buffer,0.31792965322905037
Sphingomonas__sp.__C3.2,Control_type,Paraffin,0.84151629320333,0.567773998497548,262,74,0.139534933602147,Buffer,0.31874289295766295
Ralstonia__sp.__RS647,Control_type,Paraffin,-0.56230664241722,0.379483185262797,262,36,0.13963144946506,Buffer,0.31874289295766295
Yersinia__pestis,Control_type,Paraffin,-0.404460032432678,0.27321628684634103,262,27,0.140005288056756,Buffer,0.31876092056757616
Bradyrhizobium__elkanii,Control_type,Paraffin,0.888003440976616,0.599663649743201,262,59,0.139880009982169,Buffer,0.31876092056757616
Lautropia__mirabilis,Control_type,Paraffin,-0.763343897983289,0.516662113201725,262,29,0.140783461908196,Buffer,0.3191351660424749
Enterobacter__kobei,Control_type,Paraffin,-0.466998840812564,0.316113413034878,262,33,0.140820571901256,Buffer,0.3191351660424749
Neisseria__gonorrhoeae,Control_type,Paraffin,-0.705427730824265,0.47829702371111,262,41,0.141475234356783,Buffer,0.3202882625231912
Staphylococcus__hominis,Control_type,Paraffin,1.43085963879411,0.97605758307565,262,113,0.143886868847782,Buffer,0.32507774073017415
Lactobacillus__crispatus,Control_type,Paraffin,0.995049307346652,0.682061279420375,262,39,0.145822481601952,Buffer,0.328100583604392
Sphingomonas__sp.__PAMC26645,Control_type,Paraffin,1.05051828123752,0.724201554878159,262,98,0.148118691602611,Buffer,0.33080310004129587
Enterococcus__gallinarum,Control_type,Paraffin,-0.583598365088884,0.402521469193073,262,48,0.148322533308957,Buffer,0.33080310004129587
Piscinibacter__sp.__XHJ.5,Control_type,Paraffin,-0.780460224647086,0.544045102673535,262,40,0.152635653024442,Buffer,0.33823198187858183
Methylobacterium__indicum,Control_type,Paraffin,0.990304398481713,0.692262082094703,262,43,0.153783277014343,Buffer,0.33940510183266054
Staphylococcus__lugdunensis,Control_type,Paraffin,1.11927265127031,0.783250916957519,262,84,0.15422068305501,Buffer,0.340028734928516
Sinanaerobacter__sp.__ZZT.01,Control_type,Paraffin,-0.810310924588432,0.570083472915037,262,62,0.156420450219747,Buffer,0.343041180328843
Sphingomonas__naphthae,Control_type,Paraffin,0.653088112201715,0.459643507009981,262,41,0.15657495233224,Buffer,0.343041180328843
Mogibacterium__diversum,Control_type,Paraffin,-1.14765003217717,0.809375443725235,262,73,0.157422834487721,Buffer,0.343041180328843
Lachnoclostridium__phytofermentans,Control_type,Paraffin,-0.379393249173275,0.268780644164136,262,27,0.159301197086727,Buffer,0.34597329232898993
Crassaminicella__thermophila,Control_type,Paraffin,-0.688626069763633,0.488002167790306,262,44,0.159425486953373,Buffer,0.34597329232898993
Bradyrhizobium__prioritasuperba,Control_type,Paraffin,-0.79934085880646,0.568078744264516,262,34,0.16061208009119,Buffer,0.34783444564127536
Wansuia__hejianensis,Control_type,Paraffin,-0.617642650629387,0.440379999100954,262,31,0.161970923755619,Buffer,0.350431673465359
Prevotella__jejuni,Control_type,Paraffin,-0.772691218631209,0.551524885030612,262,39,0.162422474565337,Buffer,0.3507175556986038
Eikenella__corrodens,Control_type,Paraffin,-0.495581689533861,0.354301190337267,262,35,0.163095830521697,Buffer,0.35182558332578245
Rhodopseudomonas__palustris,Control_type,Paraffin,0.567253203193111,0.41000016535403,262,35,0.167703410858512,Buffer,0.35824580763160735
Prevotella__corporis,Control_type,Paraffin,-0.624879565091824,0.452010846407194,262,35,0.168040344355708,Buffer,0.35861671156961594
Streptococcus__respiraculi,Control_type,Paraffin,-0.714780423330567,0.518958562675413,262,49,0.169611352452564,Buffer,0.3605677928226821
Comamonas__koreensis,Control_type,Paraffin,-0.739831436342021,0.541190964145956,262,42,0.172810962799562,Buffer,0.36595262710495485
Variovorax__sp.__PMC12,Control_type,Paraffin,-0.827510522698216,0.607012490739083,262,32,0.174001088117457,Buffer,0.3679926594631844
Acinetobacter__sp.__NEB149,Control_type,Paraffin,0.658690632718044,0.484238126334676,262,38,0.174943655191261,Buffer,0.3690454051873287
Streptococcus__dysgalactiae,Control_type,Paraffin,-0.660802724766485,0.487015437719436,262,48,0.176026803801585,Buffer,0.37061827530995267
Sphingomonas__daechungensis,Control_type,Paraffin,0.951040926102309,0.711464345072211,262,91,0.182495136004836,Buffer,0.3813123869330351
Clostridioides__difficile,Control_type,Paraffin,-0.690218817582723,0.516935038029545,262,74,0.182992427729066,Buffer,0.3819879955256929
Sphingobium__sp.__RAC03,Control_type,Paraffin,0.547617091622601,0.412170468209932,262,35,0.185157131041331,Buffer,0.3857733014864923
Neisseria__mucosa,Control_type,Paraffin,-0.787578637993176,0.593437104961762,262,49,0.185642275765791,Buffer,0.3864174763807366
Bacillus__altitudinis,Control_type,Paraffin,0.553634637218734,0.423874628361802,262,27,0.192681289175324,Buffer,0.3961873698773516
Ralstonia__syzygii,Control_type,Paraffin,-0.396279977617705,0.30363972369603,262,34,0.193030887967994,Buffer,0.3964113419568272
Escherichia__marmotae,Control_type,Paraffin,-0.368420414324905,0.282369602234295,262,31,0.193151245853281,Buffer,0.3964113419568272
Rubrivivax__gelatinosus,Control_type,Paraffin,-0.616070401897264,0.473169828544327,262,37,0.194084291159397,Buffer,0.397417185653493
Trinickia__violacea,Control_type,Paraffin,-0.380304776833644,0.294609137629699,262,28,0.197910134530253,Buffer,0.40353821302547405
Aminipila__terrae,Control_type,Paraffin,-0.766410271806568,0.594583385664443,262,61,0.198566124616962,Buffer,0.4041253101564861
Latilactobacillus__sakei,Control_type,Paraffin,-0.503974495431206,0.391507487297494,262,31,0.199164008935914,Buffer,0.40496681816969177
Staphylococcus__cohnii,Control_type,Paraffin,0.519893221039038,0.404552823996843,262,37,0.199916736180327,Buffer,0.4057609737460549
Acinetobacter__johnsonii,Control_type,Paraffin,0.945414934898486,0.73974784582326,262,78,0.202398837109469,Buffer,0.4096477846012847
Massilia__litorea,Control_type,Paraffin,-0.855698412226033,0.672153589104047,262,43,0.204148141101925,Buffer,0.4112929521649792
Paracidovorax__citrulli,Control_type,Paraffin,-0.489254722828072,0.38464922787031,262,31,0.204544985400315,Buffer,0.4116239976119188
Citrobacter__portucalensis,Control_type,Paraffin,-0.370683651124657,0.29302518425938,262,36,0.207013313471939,Buffer,0.4138232141190937
Streptococcus__sp.__FDAARGOS_522,Control_type,Paraffin,-0.583397196630928,0.461263460906549,262,63,0.207100051146122,Buffer,0.4138232141190937
Streptococcus__ruminicola,Control_type,Paraffin,-0.408497185589093,0.32543058237982597,262,44,0.210532125750337,Buffer,0.41832165574377006
Romboutsia__sp.__CE17,Control_type,Paraffin,-0.709617762850176,0.565509000504106,262,33,0.210684768329968,Buffer,0.41832165574377006
Neisseria__perflava,Control_type,Paraffin,-0.452066450452644,0.362842356654282,262,38,0.213938940792215,Buffer,0.42401616785171853
Hoylesella__buccalis,Control_type,Paraffin,-0.690780875206685,0.557026579150039,262,48,0.21606576201302,Buffer,0.4263076490391661
uncultured__Subdoligranulum__sp.,Control_type,Paraffin,-0.413430740500134,0.333320169930518,262,29,0.215984816399685,Buffer,0.4263076490391661
Neisseria__subflava,Control_type,Paraffin,-0.611456927987817,0.495476778941006,262,53,0.218305588617193,Buffer,0.4295690614725411
Selenomonas__sp.__oral__taxon__920,Control_type,Paraffin,-0.444306554529887,0.36276955509361,262,27,0.221790488677835,Buffer,0.4352564013731239
Lactobacillus__gasseri,Control_type,Paraffin,-0.660188007786427,0.539558625488523,262,54,0.222239310444651,Buffer,0.43574779083611925
Morococcus__cerebrosus,Control_type,Paraffin,-0.47215654343525,0.3897963206597,262,27,0.226901081581307,Buffer,0.44173295669552326
Staphylococcus__ratti,Control_type,Paraffin,0.470033165161789,0.389137554992994,262,32,0.228206426964549,Buffer,0.44348788815411466
Massilia__forsythiae,Control_type,Paraffin,-0.616010728507558,0.511356779454613,262,44,0.229447337573829,Buffer,0.44511161953368245
