feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Bacillus__velezensis,Control_type,Buffer,-1.45415405754623,0.870736143753419,262,55,0.0961359584459649,PCR,0.24720675028962405
Herbinix__luporum,Control_type,Buffer,0.597402801285101,0.358026141722335,262,33,0.0964189964273742,PCR,0.2476445802976769
Methylorubrum__extorquens,Control_type,Paraffin,1.80674852651187,1.08360376629345,262,73,0.0966673096761033,PCR,0.24799230379523698
Comamonas__odontotermitis,Control_type,Buffer,-0.987900393404133,0.59292622431085,262,39,0.0969078368980104,PCR,0.24831926467681545
Ideonella__dechloratans,Control_type,Buffer,1.14944180304431,0.691151516071121,262,39,0.0975197146110642,PCR,0.24959591292062588
Rothia__mucilaginosa,Control_type,Paraffin,-1.36872439209946,0.824093510615712,262,31,0.0979607868466867,PCR,0.250432931216908
Lawsonella__clevelandensis,Control_type,Paraffin,-1.21789334446884,0.736115297237074,262,35,0.0992540640863569,PCR,0.2528560611759162
Porphyromonas__gingivalis,Control_type,Buffer,-1.34694181668857,0.816834144624498,262,37,0.100378632459381,PCR,0.25424622477601
Escherichia__coli,Control_type,Buffer,2.04923141721667,1.24511730692632,262,181,0.101029214117881,PCR,0.25559925599408606
Mogibacterium__diversum,Control_type,Paraffin,-1.99588294033999,1.21486272805948,262,73,0.101633848015092,PCR,0.25594946128571333
Selenomonas__sp.__oral__taxon__920,Control_type,Buffer,0.782775866702011,0.476436008895456,262,27,0.101614268133942,PCR,0.25594946128571333
Streptococcus__sanguinis,Control_type,Buffer,2.07670533142928,1.26719631487081,262,146,0.102479328514167,PCR,0.25698751322802454
Xanthomonas__albilineans,Control_type,Buffer,-1.36597908914269,0.833870577946519,262,60,0.102625382272745,PCR,0.25698751322802454
Bradyrhizobium__sp.__WU425,Control_type,Paraffin,0.806858774564495,0.492246635968759,262,33,0.102413415177166,PCR,0.25698751322802454
Blautia__argi,Control_type,Buffer,1.00112413158342,0.611152905087103,262,47,0.102631169900263,PCR,0.25698751322802454
Novosphingobium__sp.__P6W,Control_type,Paraffin,1.02964626954685,0.629653006609197,262,33,0.10322352830007,PCR,0.2575896228942656
Sphingomonas__endolithica,Control_type,Buffer,-2.05885275116373,1.25880533351634,262,174,0.103160414489595,PCR,0.2575896228942656
Sphingomonas__sp.__HMP6,Control_type,Buffer,-1.89393707016634,1.15895963968306,262,186,0.103452271709817,PCR,0.25786741052753476
Novisyntrophococcus__fermenticellae,Control_type,Buffer,0.814588712357019,0.50093227996042,262,33,0.10514904588628,PCR,0.2615742580213923
Neisseria__gonorrhoeae,Control_type,Buffer,1.01909068086925,0.628161657569898,262,41,0.105961783729263,PCR,0.26322633152654024
Pantoea__ananatis,Control_type,Buffer,0.639266974905166,0.39464569849152,262,29,0.106495594285722,PCR,0.263672160575748
Edwardsiella__tarda,Control_type,Buffer,0.602944950046886,0.37220403589334,262,29,0.106478203019258,PCR,0.263672160575748
Brucella__melitensis,Control_type,Buffer,0.97946190278564,0.604880598149871,262,41,0.106621529413144,PCR,0.263672160575748
Yokenella__regensburgei,Control_type,Buffer,0.671963877834219,0.415204014272904,262,30,0.106808968924317,PCR,0.26383857790528703
Rhizorhabdus__phycosphaerae,Control_type,Paraffin,0.953369040040611,0.588581231254108,262,42,0.106511841411597,PCR,0.263672160575748
Anaerococcus__vaginalis,Control_type,Buffer,1.24378657639979,0.771553641071918,262,35,0.108182182083388,PCR,0.2664385056455978
Methylobacterium__indicum,Control_type,Buffer,-1.46544815509565,0.909168310493287,262,43,0.108225476792292,PCR,0.2664385056455978
Paracoccus__sanguinis,Control_type,Buffer,-1.22404072072344,0.760227702507764,262,45,0.108608910573394,PCR,0.2670830544447629
Planococcus__sp.__MB.3u.03,Control_type,Buffer,-0.734917431393105,0.456646721024147,262,29,0.108766011454529,PCR,0.2671702026332725
Paracoccus__yeei,Control_type,Paraffin,2.04731486321307,1.27449728804855,262,77,0.109425259523508,PCR,0.26830274125854486
Paracoccus__aminophilus,Control_type,Paraffin,1.48306267488619,0.923359011237561,262,49,0.109471428127348,PCR,0.26830274125854486
Granulicatella__elegans,Control_type,Paraffin,-2.34095328740429,1.45847796891653,262,87,0.109712164007819,PCR,0.2685929901462325
Faecalibacterium__prausnitzii,Control_type,Buffer,0.971838067733864,0.606620377406024,262,30,0.110377022739409,PCR,0.2696195127205141
Morganella__morganii,Control_type,Buffer,0.73851210645753,0.461329765625286,262,54,0.110647091830278,PCR,0.2699789040658783
Staphylococcus__haemolyticus,Control_type,Buffer,-1.45265327040825,0.908792405057549,262,122,0.111177806505843,PCR,0.27097276702201023
Enterobacter__kobei,Control_type,Buffer,0.661770350276268,0.415161114680076,262,33,0.11216798061044,PCR,0.27247885555367946
Enhydrobacter__sp.,Control_type,Paraffin,1.59087474545382,0.997823786335229,262,42,0.112092748443422,PCR,0.27247885555367946
Paracoccus__marcusii,Control_type,Paraffin,1.69060280567307,1.06291004112204,262,73,0.11294685137582,PCR,0.2734366824899159
Bradyrhizobium__sp.__ORS__285,Control_type,Buffer,-0.583640443608342,0.367060642293034,262,36,0.11306034048308,PCR,0.2734366824899159
Bradyrhizobium__sp.__6.2017.,Control_type,Buffer,-1.15043502447883,0.723397331667124,262,40,0.112996264509792,PCR,0.2734366824899159
Staphylococcus__saccharolyticus,Control_type,Paraffin,1.19941298774808,0.755356159833698,262,63,0.11354835408175,PCR,0.27401339072914616
Sphingobium__phenoxybenzoativorans,Control_type,Buffer,0.965270381922013,0.610833742702423,262,40,0.115284226600804,PCR,0.27759228247298856
Fusobacterium__polymorphum,Control_type,Buffer,0.830852455451931,0.526765066735164,262,43,0.115967539136043,PCR,0.27893178087924475
Mannheimia__varigena,Control_type,Buffer,0.530846895875554,0.337389315257881,262,27,0.116862257796774,PCR,0.2806913772466488
Marvinbryantia__formatexigens,Control_type,Buffer,0.748249262474551,0.476309858958637,262,35,0.117434117605366,PCR,0.2812271780385864
Porphyromonas__sp.__oral__taxon__275,Control_type,Paraffin,-1.19272137202796,0.759991934355073,262,41,0.117792983662648,PCR,0.28177929425182463
Streptococcus__rubneri,Control_type,Buffer,1.21694278658761,0.778369416603598,262,85,0.119181746734864,PCR,0.2841727642016953
Bradyrhizobium__paxllaeri,Control_type,Buffer,-0.978918547184368,0.631604786157344,262,40,0.122403024706532,PCR,0.2902775834293135
Carnobacterium__viridans,Control_type,Buffer,-1.04040714842996,0.671706501010877,262,38,0.122640743764807,PCR,0.2905275871709991
Rothia__mucilaginosa,Control_type,Buffer,-1.1149306012279,0.721062741640564,262,31,0.123283722205495,PCR,0.29142201718327987
Paracidovorax__citrulli,Control_type,Paraffin,-0.888332075253239,0.577353827496567,262,31,0.125130510688427,PCR,0.29420407009827165
Segatella__hominis,Control_type,Buffer,-0.59282637039674,0.385175791548136,262,27,0.125013517582983,PCR,0.29420407009827165
Enterocloster__bolteae,Control_type,Buffer,1.02875518603179,0.670624196297913,262,42,0.126258072924513,PCR,0.2965376771574658
Keratinibaculum__paraultunense,Control_type,Buffer,0.572872978585678,0.374138591255789,262,27,0.126960044893645,PCR,0.2976848424005479
Agathobacter__rectalis,Control_type,Paraffin,-1.27781918815087,0.834959194221785,262,53,0.127153179495316,PCR,0.2976848424005479
Streptococcus__sp.__S5,Control_type,Paraffin,-2.11120363602572,1.38137843499802,262,109,0.127664970715314,PCR,0.2985647238453989
Pseudomonas__protegens,Control_type,Paraffin,-0.946055985133581,0.620074291853573,262,27,0.128315593417227,PCR,0.2997670671747133
Bradyrhizobium__sp.__ORS__285,Control_type,Paraffin,0.639042335479084,0.419508977301883,262,36,0.12891541631269,PCR,0.3008483041686155
Streptococcus__infantarius,Control_type,Buffer,0.975402168855756,0.640970451970937,262,52,0.129303843389825,PCR,0.3014344374565347
Finegoldia__magna,Control_type,Paraffin,2.05736524089928,1.35462421770614,262,71,0.130053913884641,PCR,0.3025244934929877
Staphylococcus__sp.__MZ3,Control_type,Buffer,0.914965343997034,0.602643728987118,262,40,0.130184720560507,PCR,0.3025244934929877
Paracoccus__sp.__AK26,Control_type,Paraffin,1.63492886927357,1.07735049277526,262,66,0.130362810876081,PCR,0.3026181106594862
Methylobacterium__sp.__XJLW,Control_type,Buffer,0.938130381640685,0.619140733765986,262,45,0.130952074231815,PCR,0.303665000013797
Sphingomonas__koreensis,Control_type,Buffer,-1.59776395452013,1.05601650546636,262,178,0.13151055391584,PCR,0.3046383717290977
Megasphaera__elsdenii,Control_type,Paraffin,-0.91925655742476,0.612763726490007,262,49,0.134799757873843,PCR,0.311600282411536
Bradyrhizobium__septentrionale,Control_type,Buffer,-1.14272659188281,0.762459471331388,262,49,0.135173841359584,PCR,0.3121364412467365
Novosphingobium__sp.__Gsoil__351,Control_type,Buffer,-1.61990610689782,1.0830846187402,262,153,0.135978875472309,PCR,0.31333642238949694
Coprococcus__eutactus,Control_type,Buffer,0.656485926144301,0.439511072112372,262,40,0.136492528131561,PCR,0.3141903477745366
Sphingorhabdus__lutea,Control_type,Paraffin,0.931292143639577,0.623758928036775,262,57,0.136660167290911,PCR,0.3142468349432885
Citrobacter__enshiensis,Control_type,Buffer,0.594932445078432,0.399598682494752,262,28,0.137764345031701,PCR,0.316123826216944
Roseburia__sp.__831b,Control_type,Buffer,0.953245592447784,0.640565609669144,262,36,0.137947079586273,PCR,0.31621272105579906
Janthinobacterium__sp.__J1.1,Control_type,Buffer,0.935500979019425,0.629964110019938,262,52,0.138772337872554,PCR,0.31777273615029045
Yersinia__pestis,Control_type,Buffer,0.531095782287867,0.358823047421158,262,27,0.140074812544495,PCR,0.31876092056757616
Peptacetobacter__hiranonis,Control_type,Buffer,0.795062884468448,0.537673481044929,262,45,0.140447337265968,PCR,0.3191351660424749
Megasphaera__hexanoica,Control_type,Paraffin,-0.847898165600807,0.573627626435165,262,53,0.14060134476403,PCR,0.3191351660424749
Moraxella__osloensis,Control_type,Paraffin,2.20476725476096,1.50025736288348,262,122,0.142899952049692,PCR,0.3231805300732478
Aggregatibacter__sp.__Marseille.P9115,Control_type,Buffer,0.723404350379065,0.494159919331595,262,28,0.144446078668378,PCR,0.3260057438394225
Hoylesella__buccalis,Control_type,Paraffin,-1.22316821181989,0.836090141842237,262,48,0.144704385536912,PCR,0.32625341954728826
Finegoldia__magna,Control_type,Buffer,1.7303389623901,1.18526482702444,262,71,0.145550371396322,PCR,0.32782422111417747
Lachnoclostridium__phytofermentans,Control_type,Paraffin,-0.587992016860971,0.403436488159229,262,27,0.146215377639716,PCR,0.3283746889870974
Emergencia__timonensis,Control_type,Buffer,0.943979471867591,0.647733794307,262,52,0.146243372417751,PCR,0.3283746889870974
Vagococcus__carniphilus,Control_type,Buffer,-0.676726118847689,0.464633813820918,262,32,0.14648757056507,PCR,0.3285870326464696
Paracoccus__sp.__TOH,Control_type,Buffer,-1.35043528430772,0.929522911182258,262,46,0.147496624636616,PCR,0.3305128445938864
Veillonella__rogosae,Control_type,Paraffin,-1.52570813285813,1.0520761038114,262,108,0.148230164975201,PCR,0.33080310004129587
Ruminococcus__bovis,Control_type,Buffer,0.93005922957906,0.641202395305725,262,31,0.148145372465925,PCR,0.33080310004129587
Paracoccus__contaminans,Control_type,Paraffin,1.9183152796563,1.32329304363312,262,66,0.148379350428359,PCR,0.33080310004129587
Bradyrhizobium__sp.__41S5,Control_type,Buffer,-1.10203138071903,0.76212950827818,262,40,0.149403246494995,PCR,0.33242620331797623
Variovorax__sp.__PAMC__28711,Control_type,Buffer,0.962707810776156,0.665789123538266,262,42,0.149410137830074,PCR,0.33242620331797623
Streptococcus__sp.__Marseille.Q6470,Control_type,Buffer,1.5269046787413,1.05819358481494,262,105,0.150261200115616,PCR,0.33398137191689553
Paracoccus__zhejiangensis,Control_type,Paraffin,1.21187381251179,0.841026649200665,262,30,0.150821985286966,PCR,0.3348888571184806
Methylibium__petroleiphilum,Control_type,Buffer,0.896745667449283,0.623918576007849,262,36,0.151859577018133,PCR,0.3368521526584041
Sphingomonas__sp.__CL5.1,Control_type,Buffer,-1.27354537797823,0.888859316241137,262,152,0.153138953218481,PCR,0.33900518272962127
Kineothrix__sp.__IPX.CK,Control_type,Buffer,0.546621434336013,0.381979665933546,262,40,0.153643380576852,PCR,0.33940510183266054
Streptococcus__sp.__oral__taxon__061,Control_type,Buffer,1.40095827416993,0.97930963956346,262,113,0.153776663287006,PCR,0.33940510183266054
Staphylococcus__sp.__MZ3,Control_type,Paraffin,0.982422517303324,0.688753915008273,262,40,0.154978008865335,PCR,0.34135577479265367
Bradyrhizobium__sp.__NP1,Control_type,Paraffin,0.700121060356987,0.491156147789442,262,44,0.155243797484135,PCR,0.3415985764280165
Streptococcus__infantis,Control_type,Buffer,1.61063227902244,1.13087192386181,262,110,0.155594998945449,PCR,0.3420286463305366
Comamonas__antarctica,Control_type,Buffer,-1.07399692677825,0.755310003767072,262,49,0.15626414135728,PCR,0.343041180328843
Bradyrhizobium__sp.__NP1,Control_type,Buffer,-0.610180438291722,0.429750257630437,262,44,0.15686827264049,PCR,0.343041180328843
Paenacidovorax__monticola,Control_type,Paraffin,-0.804516644123606,0.566895942931157,262,27,0.157068479193379,PCR,0.343041180328843
Bradyrhizobium__vignae,Control_type,Buffer,-0.495153184628308,0.349001331497984,262,34,0.157181912487171,PCR,0.343041180328843
Sphingomonas__sp.__Y38.1Y,Control_type,Buffer,1.25768292115479,0.88682392795994,262,142,0.157352068086192,PCR,0.343041180328843
Fusobacterium__animalis,Control_type,Buffer,0.918612930304937,0.647908576209447,262,45,0.157461525396846,PCR,0.343041180328843
Cutibacterium__equinum,Control_type,Paraffin,1.03069260966176,0.729018059224937,262,29,0.158632758062062,PCR,0.34525028414696546
Citrobacter__portucalensis,Control_type,Buffer,0.543034901702287,0.384838659513117,262,36,0.159437601018642,PCR,0.34597329232898993
Bradyrhizobium__vignae,Control_type,Paraffin,0.56200951978846,0.398869218827423,262,34,0.160046584528171,PCR,0.3469519246040114
Sphingobium__cloacae,Control_type,Buffer,0.72810287924321,0.519352112683774,262,32,0.162143123924348,PCR,0.35045895682861045
Paracoccus__aminovorans,Control_type,Buffer,-1.05963859032081,0.759160104842229,262,51,0.163982942929862,PCR,0.3527106897681485
Sphingomonas__sediminicola,Control_type,Paraffin,1.06802798330327,0.764854854130096,262,41,0.163809665820473,PCR,0.3527106897681485
Streptococcus__sp.__FDAARGOS_192,Control_type,Buffer,1.38964735177809,0.995601239133133,262,110,0.163987984632641,PCR,0.3527106897681485
Sphingomonas__insulae,Control_type,Paraffin,1.6531889833421,1.18548988188045,262,125,0.164369678273687,PCR,0.3531857274843608
Rhodoferax__koreense,Control_type,Buffer,1.3354273551414,0.958705538984107,262,52,0.164843825814832,PCR,0.3538583005761203
Mesorhizobium__sp.__Pch.S,Control_type,Buffer,0.974903347210959,0.701538428605284,262,45,0.165837987975683,PCR,0.3556447476509764
Bradyrhizobium__sp.__200,Control_type,Buffer,-1.22904473146336,0.885830818925867,262,59,0.166511598633941,PCR,0.35674094692696046
Sphingomonas__melonis,Control_type,Paraffin,1.58934058159885,1.14728896130659,262,179,0.167166285431976,PCR,0.3576294720307199
Comamonas__antarctica,Control_type,Paraffin,-1.19559692455299,0.863234274442446,262,49,0.16725203450617,PCR,0.3576294720307199
Veillonella__nakazawae,Control_type,Buffer,-1.74669269013339,1.26413167015196,262,93,0.168258238745602,PCR,0.3587330993061573
Bradyrhizobium__sp.__WU425,Control_type,Buffer,-0.594626283464803,0.430704409539383,262,33,0.168609196479957,PCR,0.35913268231812373
Cutibacterium__modestum,Control_type,Buffer,-1.08002936247697,0.783305808224174,262,65,0.16915710708503,PCR,0.3599505883320987
Carnobacterium__divergens,Control_type,Paraffin,-0.667712854628389,0.485389011355076,262,35,0.170140428005639,PCR,0.36134272717638616
Rhizobium__leguminosarum,Control_type,Buffer,0.753736179967389,0.549315377111595,262,34,0.171221787635702,PCR,0.36308643746571584
Paucibacter__aquatile,Control_type,Buffer,0.757009782624019,0.551792144053136,262,30,0.171292144451039,PCR,0.36308643746571584
Faecalibacterium__sp.__I4.3.84,Control_type,Buffer,0.639886760082794,0.469501445149239,262,28,0.174109459554758,PCR,0.3679926594631844
Lachnoanaerobaculum__gingivalis,Control_type,Buffer,1.00606411728231,0.738512300099374,262,37,0.174305370558905,PCR,0.3680524939878417
Leptothrix__cholodnii,Control_type,Buffer,0.780033985291783,0.573767550414042,262,40,0.175186122079941,PCR,0.3692022304103171
Variovorax__paradoxus,Control_type,Paraffin,1.89500617477709,1.40181772680337,262,75,0.177625853455436,PCR,0.37362679519936537
Kineothrix__sp.__MB12.C1,Control_type,Buffer,0.530971389241178,0.394508351299816,262,37,0.179523337798845,PCR,0.3772566983791996
Romboutsia__sp.__CE17,Control_type,Paraffin,1.14102415984501,0.848822153452723,262,33,0.180059457802953,PCR,0.37802157680237547
Mesorhizobium__sp.__L.8.3,Control_type,Buffer,0.479255653834926,0.356815988196996,262,28,0.180414505706751,PCR,0.3780441360038408
Sphingomonas__aliaeris,Control_type,Buffer,-1.55286051524442,1.15589948889208,262,150,0.180325084458068,PCR,0.3780441360038408
Sphingobium__sp.__V4,Control_type,Buffer,0.869977630420388,0.648117616039826,262,37,0.180683227252969,PCR,0.37824629842470925
Bradyrhizobium__japonicum,Control_type,Paraffin,0.8479159209672,0.631998440907097,262,48,0.180900835566224,PCR,0.3783411760985028
Sphingomonas__psychrotolerans,Control_type,Buffer,-1.07350402620297,0.807278205202395,262,102,0.184773729491283,PCR,0.38534008543481246
Staphylococcus__agnetis,Control_type,Paraffin,0.802605284688302,0.605469158674373,262,36,0.18615646367228,PCR,0.3871208278639459
Rhizobium__rhizoryzae,Control_type,Buffer,0.687441552792185,0.518978785834186,262,29,0.186483659813064,PCR,0.3874343585141803
Bradyrhizobium__sp.__200,Control_type,Paraffin,1.33946402435567,1.01240486745896,262,59,0.186998693128567,PCR,0.3881371740173281
Xanthomonas__albilineans,Control_type,Paraffin,-1.25996728016676,0.953020163565252,262,60,0.187322144599965,PCR,0.3883231457984425
Streptococcus__ilei,Control_type,Buffer,1.1056887151684,0.836554150677933,262,69,0.187441955622199,PCR,0.3883231457984425
Bradyrhizobium__elkanii,Control_type,Buffer,-1.03839443004652,0.787556044744743,262,59,0.188513945019544,PCR,0.3901758937445039
Paracoccus__jeotgali,Control_type,Buffer,-0.933912665104323,0.708624520240189,262,33,0.188707475270219,PCR,0.39020867767740197
Roseomonas__mucosa,Control_type,Buffer,-0.836894912004217,0.635460715697593,262,31,0.189019894759984,PCR,0.390487007425141
Pseudoduganella__armeniaca,Control_type,Buffer,0.648853020583857,0.493766123475613,262,37,0.189992251936812,PCR,0.39212686583951045
Alkaliphilus__oremlandii,Control_type,Buffer,0.553314757394442,0.421288304596259,262,28,0.190228357379243,PCR,0.3922455143707208
Klebsiella__quasipneumoniae,Control_type,Buffer,1.23908463182119,0.944227694147816,262,136,0.19060337446791,PCR,0.3926501035004975
Sphingomonas__melonis,Control_type,Buffer,-1.31390619657862,1.00385127808567,262,179,0.191753659799105,PCR,0.3946495191366772
Bradyrhizobium__sp.__WD16,Control_type,Paraffin,1.52063188676324,1.16719910848625,262,70,0.193812302691799,PCR,0.3973966542588147
Enterococcus__faecium,Control_type,Paraffin,-1.37644924712078,1.05741285964944,262,120,0.194184262388979,PCR,0.397417185653493
Prevotella__corporis,Control_type,Paraffin,-0.880064744440476,0.678462800219492,262,35,0.195749036997105,PCR,0.39987431185641176
Bradyrhizobium__barranii,Control_type,Buffer,-0.522729816214248,0.402977999796505,262,40,0.19574149336456,PCR,0.39987431185641176
Aggregatibacter__segnis,Control_type,Buffer,0.901340475375208,0.695985881681291,262,38,0.196467733231253,PCR,0.400969462988691
Paracoccus__kondratievae,Control_type,Buffer,-1.04124154824907,0.807058136875357,262,38,0.198156073020849,PCR,0.4036648760239188
Cutibacterium__granulosum,Control_type,Buffer,-1.37180680465748,1.0679594086781,262,58,0.200123962018667,PCR,0.4057609737460549
Sphingomonas__taxi,Control_type,Paraffin,1.77997402984011,1.38512757487037,262,172,0.199932248604173,PCR,0.4057609737460549
Novosphingobium__sp.__P6W,Control_type,Buffer,0.707410860419579,0.550931802494885,262,33,0.200293668279018,PCR,0.4057609737460549
Blastomonas__fulva,Control_type,Paraffin,0.635688535153217,0.49799705815939,262,44,0.202938925235458,PCR,0.41036268859766645
Sphingomonas__aerolata,Control_type,Paraffin,1.14013042607666,0.894013258401681,262,59,0.203361025555481,PCR,0.4107591645862177
Veillonella__parvula,Control_type,Paraffin,-1.8416713936952,1.44460714091525,262,121,0.203514766320637,PCR,0.4107591645862177
Limnohabitans__sp.__63ED37.2,Control_type,Paraffin,-1.11989205217603,0.878797001780798,262,40,0.203696143093985,PCR,0.4107591645862177
Neisseria__sicca,Control_type,Buffer,0.825719647688415,0.649528625543283,262,42,0.204790068571466,PCR,0.4116239976119188
Sphingomonas__panacisoli,Control_type,Paraffin,1.46511224273266,1.15275710407189,262,177,0.204895294457113,PCR,0.4116239976119188
Sphingobium__phenoxybenzoativorans,Control_type,Paraffin,0.886949675254248,0.698114178359672,262,40,0.205062228318506,PCR,0.4116239976119188
Neisseria__subflava,Control_type,Buffer,0.825145339122792,0.650724339307124,262,53,0.205935220377374,PCR,0.41224589238715886
Comamonas__kerstersii,Control_type,Buffer,-0.88655131251364,0.698880559220818,262,43,0.205760859276327,PCR,0.41224589238715886
Paracoccus__sp.__SMMA_5_TC,Control_type,Buffer,-1.23251684396928,0.971737037981052,262,57,0.205819985918527,PCR,0.41224589238715886
Sphingomonas__koreensis,Control_type,Paraffin,1.52462216324086,1.20690794157232,262,178,0.207649900711546,PCR,0.41454471087504996
Sphingobium__sp.__PAMC28499,Control_type,Paraffin,-0.677035577892594,0.537274949550008,262,27,0.208770408617888,PCR,0.4164031038373134
Priestia__megaterium,Control_type,Buffer,-0.478055924858839,0.379759088977343,262,31,0.209234849765164,PCR,0.41695075325254094
Selenomonas__sputigena,Control_type,Buffer,0.920058854335661,0.731225012820074,262,32,0.209450203456864,PCR,0.4170014930111272
Stomatobaculum__sp.__F0698,Control_type,Paraffin,-0.73788443650616,0.587792357749296,262,45,0.210496825768226,PCR,0.41832165574377006
Staphylococcus__devriesei,Control_type,Buffer,-0.918079287646421,0.732401905954592,262,59,0.211160673569974,PCR,0.4188878402526313
Diaphorobacter__sp.__C33,Control_type,Buffer,-0.50710898982801,0.407315212799969,262,28,0.214268807369605,PCR,0.4242870162160979
Variovorax__paradoxus,Control_type,Buffer,1.52495631231788,1.22655805481829,262,75,0.214901711159586,PCR,0.4251568988346404
Paracoccus__methylovorus,Control_type,Buffer,-1.10501568726477,0.890141516193183,262,51,0.215596750176114,PCR,0.4261480318512568
Erythrobacter__sp.__SDW2,Control_type,Buffer,-0.672790870573776,0.543146727584251,262,36,0.216594593288548,PCR,0.42696743883451654
Cloacibacterium__normanense,Control_type,Buffer,-1.14288953548588,0.923326914911104,262,41,0.216926065280018,PCR,0.42723734471293234
Comamonas__koreensis,Control_type,Buffer,0.874160176355369,0.710762133667608,262,42,0.219866863045849,PCR,0.43225392233543813
Streptococcus__alactolyticus,Control_type,Paraffin,-0.868307692735905,0.706551038639412,262,34,0.220223359052445,PCR,0.43256752815668087
Delftia__tsuruhatensis,Control_type,Buffer,1.12674791029843,0.923125041793595,262,97,0.223368176572799,PCR,0.4375704868455545
Anaerostipes__hadrus,Control_type,Buffer,0.878509431087826,0.720396183672789,262,52,0.2237840535788,PCR,0.43799445780663526
Paracoccus__sp.__MA,Control_type,Buffer,-0.574430238749036,0.471889134543654,262,29,0.224611349365139,PCR,0.4389392928097687
Streptococcus__mutans,Control_type,Buffer,1.21605471032336,0.999529152002007,262,55,0.224866440988611,PCR,0.4389392928097687
Rubrivivax__gelatinosus,Control_type,Buffer,0.756219067810468,0.621427960191518,262,37,0.224760864529625,PCR,0.4389392928097687
Brevundimonas__albigilva,Control_type,Paraffin,0.888393890342633,0.731769024493724,262,29,0.225852782240814,PCR,0.44008226246746013
Veillonella__sp.__S12025.13,Control_type,Paraffin,-1.42515343256059,1.17376246716637,262,88,0.225799649920393,PCR,0.44008226246746013
Burkholderia__cenocepacia,Control_type,Paraffin,1.66397727105399,1.37748811661786,262,76,0.228169928643741,PCR,0.44348788815411466
Gemella__morbillorum,Control_type,Buffer,1.24888125208297,1.03546376237938,262,101,0.228889288100368,PCR,0.4444216416166296
Phascolarctobacterium__faecium,Control_type,Buffer,0.669042030123371,0.556105815670045,262,33,0.230055238501032,PCR,0.4454431210291052
Erythrobacter__litoralis,Control_type,Buffer,-0.719477100923661,0.5991938146006,262,47,0.230961188493966,PCR,0.44602341038871307
Acinetobacter__lwoffii,Control_type,Buffer,-1.0259733787554,0.854770747627645,262,57,0.231135993179579,PCR,0.44602341038871307
Acinetobacter__baumannii,Control_type,Paraffin,-1.52651557335182,1.27548006206579,262,139,0.232485235650449,PCR,0.4478399802529702
Burkholderia__contaminans,Control_type,Paraffin,1.6202610000881,1.35365531083791,262,91,0.23243234121209,PCR,0.4478399802529702
Lautropia__mirabilis,Control_type,Buffer,0.811367122144725,0.678547666707597,262,29,0.232904133026681,PCR,0.4482537038795718
Acidovorax__sp.__KKS102,Control_type,Paraffin,-0.901171014255273,0.75620238632054,262,30,0.234480098519143,PCR,0.4497103024873695
Fusobacterium__canifelinum,Control_type,Paraffin,-0.58417147825229,0.491654219101135,262,33,0.235865418553057,PCR,0.45197247743674795
Solibaculum__mannosilyticum,Control_type,Buffer,0.574154214489029,0.483951580243435,262,28,0.23656908608035,PCR,0.4529256434459011
Streptococcus__macedonicus,Control_type,Buffer,0.547818917008952,0.464693808032081,262,35,0.239539904015794,PCR,0.4578151690327969
Rhodoferax__mekongensis,Control_type,Buffer,-0.668927114866208,0.567399586375016,262,35,0.239518704196971,PCR,0.4578151690327969
Acinetobacter__johnsonii,Control_type,Buffer,-1.13836731700747,0.971532771436952,262,78,0.242397622014016,PCR,0.4622599485580769
Sphingomonas__sp.__AAP5,Control_type,Buffer,-1.7487822025281199,1.49280355023151,262,203,0.242497022194401,PCR,0.4622599485580769
Citrobacter__braakii,Control_type,Paraffin,-0.60002602360208,0.513062378857276,262,43,0.243290298612037,PCR,0.46336990091243124
Gemella__sp.__oral__taxon__928,Control_type,Buffer,0.511777649666197,0.438358457054116,262,36,0.244100137719885,PCR,0.4641072748336515
Paracoccus__aminovorans,Control_type,Paraffin,1.00226445904001,0.86763450638902,262,51,0.249098309891234,PCR,0.4723833234206821
Staphylococcus__hsinchuensis,Control_type,Buffer,0.616131802818736,0.533219911874096,262,30,0.248965968389774,PCR,0.4723833234206821
Intestinibacter__bartlettii,Control_type,Paraffin,0.836276402494815,0.724410164986748,262,48,0.249402933088452,PCR,0.47255292585180375
Streptococcus__thermophilus,Control_type,Buffer,1.36945681097477,1.18878148669318,262,172,0.250402462500499,PCR,0.4727903430526816
Carnobacterium__divergens,Control_type,Buffer,-0.489677971218204,0.424704146776254,262,35,0.249991517808557,PCR,0.4727903430526816
Sphingobium__sp.__RAC03,Control_type,Buffer,0.623770079003725,0.541315692293525,262,35,0.250263624176059,PCR,0.4727903430526816
Erythrobacter__sp.__SDW2,Control_type,Paraffin,0.715241183875097,0.620755542709018,262,36,0.250309332237558,PCR,0.4727903430526816
Ralstonia__solanacearum,Control_type,Paraffin,1.01506029433057,0.881518467448507,262,72,0.250604717355793,PCR,0.4727903430526816
Methylobacterium__oryzae,Control_type,Buffer,0.62649572074338,0.544939470686813,262,39,0.251356370778324,PCR,0.47364537371649373
Sphingomonas__hankookensis,Control_type,Buffer,-1.1676286685086401,1.01653471954654,262,200,0.25177810069721,PCR,0.47364537371649373
Cloacibacterium__caeni,Control_type,Buffer,-0.874127541032872,0.761242770823327,262,44,0.251920672359228,PCR,0.47364537371649373
